"CC(CC1=CC=CC=C1)N(C)CC#C"
"CN(CCCOC1=C(C=C(C=C1)Cl)Cl)CC#C"
"CN1C=CC2=C1C=CC(=C2)C(=O)NC3=CC(=C(C=C3)Cl)Cl"
"CC1=C(C(=O)OC2=C1C=CC(=C2)OCC3=CC=C(C=C3)C#N)C"
"C1C2=C(C=C(C=C2)OCC3=CC=C(C=C3)Br)C(=O)O1"
"CC(=NNC1=NC(=CS1)C2=CC=C(C=C2)F)C3=CC=NC=C3"
"C#CCCCCOC1=CC2=C(C=C1)C=CC(=O)O2"
"C1=CC(=CC=C1C2=NN=C(O2)C3=CC(=C(C=C3)Cl)Cl)S(=O)(=O)N"
"C1=CC(=CC(=C1)Br)COC2=CC3=C(C=C2)OC=C(C3=O)C(=O)O"
"CC(=O)C1=C(C=C(C=C1)OCC2=CC(=CC=C2)F)O"
"C1=CC=C2C(=C1)C(=O)C(=CO2)C(=O)NC3=CC=C(C=C3)Cl"
"C1CC(=O)NC2=C1C=CC(=C2)OCC3=CC(=CC=C3)Br"
"C1CC(=O)NC2=C1C=CC(=C2)OCC3=CC=C(C=C3)Br"
"CC1CCC(=NNC2=NC(=CS2)C3=C(C=C(C=C3)F)F)C1"
"COC1=CC=C(C=C1)C2=CC3=C(C=C(C=C3)OCCCCC#C)OC2=O"
"CC(=O)C1=C(C=C(C=C1)OCC2=CC=C(C=C2)F)O"
"CC(=NNC1=NC(=CS1)C2=C(C=C(C=C2)F)F)C3=CC=CS3"
"COC1=CC2=C(C=C1)C(=O)C(=CO2)C=CC3=CC=C(C=C3)F"
"C1C(=CC2=CC=CC=C2O1)C(=O)NC3=CC(=C(C=C3)Cl)Cl"
"C1=CC=C2C(=C1)C=C(C(=O)O2)C(=O)NN"
"CC1=CC(=O)OC2=C1C=CC(=C2)OCC3=CC(=CC=C3)[N+](=O)[O-]"
"C1=CC(=C(C=C1C(=O)NC2=NC3=C(C=C2)NC=C3)Cl)F"
"CC1=CC2=C(C=C1)OC(=O)C(=C2)C3=CC(=C(C=C3)Br)OC"
"C1=CC(=CC=C1COC2=CC3=C(C=C2)OC=CC3=O)Br"
"CCC1=CC=C(C=C1)NC(=O)C2=COC3=CC=CC=C3C2=O"
"CC1=C(C=C(C=C1)NC(=O)C2=CSC3=CC=CC=C3C2=O)C"
"COC1=C(C=C(C=C1)NC(=O)C2=CC3=C(C=C2)NN=C3)Cl"
"C1C2=C(C=C(C=C2)OCC3=CC(=CC=C3)Br)C(=O)O1"
"C1CCCC(=NNC2=NC(=CS2)C3=CC=C(C=C3)F)CC1"
"CC1=C(C(=O)OC2=C1C=CC(=C2)OCC3=CC(=CC=C3)OC(F)(F)F)C"
"C1=CC(=CC(=C1)Br)COC2=CC3=C(C=C2)OC=C(C3=O)C=O"
"C1CCC(=NNC2=NC(=CS2)C3=CC=C(C=C3)F)CC1"
"CC(=NNC1=NC(=CS1)C2=CC(=CC=C2)OC)C3=CN=CC=C3"
"CC1=C(C(=O)OC2=CC(=C(C=C12)O)OCC3=CC=CC=C3)C"
"COC1=CC2=C(C=C1)OC=C(C2=O)C(=O)NC3=CC(=CC=C3)Cl"
"C1CC(NC1C2=CC=C(C=C2)OCC3=CC=CC=C3F)C(=O)N.Cl"
"CC(=O)C1=C(C=C(C=C1)OCC2=CC(=CC=C2)Br)O"
"C#CCNC1CCC2=CC=CC=C12"
"C1=CC(=CC(=C1)Cl)COC2=CC3=C(C=C2)SC(=O)O3"
"CC(=O)C1=C(C=C(C=C1)OCC2=CC=C(C=C2)Br)O"
"C1C(=O)NN=C(O1)C2=CC=C(C=C2)N=NC3=CC=CC=C3"
"CN(CCCCCOC1=CC2=C(C=C1)C(=O)CCO2)CC#C"
"C#CCNCC1=CC2=C(N1)C=CC(=C2)OCC3=CC=CC=C3"
"CC1=CC2=C(C=C1)OC(=O)C(=C2)C3=CC=C(C=C3)N"
"CC1=C(C(=O)OC2=C1C=CC(=C2)OCC3=CC(=CC=C3)C(F)(F)F)C"
"COC1=C(C=CC(=C1)NC(=O)C2=CC3=C(C=C2)NN=C3)Cl"
"C1=CC=C(C=C1)COC2=CC=C(C=C2)C3=NN(C(=S)O3)CCC#N"
"C1=CC=C(C=C1)CSC2=CC3=C(C=C2)C(=O)NC3=O"
"CC1CC2=NC(=NC=C2C(=O)C1)NC3=CC=C(C=C3)C#N"
"C1CC2=C(C=CC(=C2)OCC3=CC(=CC=C3)I)C(=O)C1"
"C1CC2=C(C=CC(=C2)OCC3=CC=C(C=C3)I)C(=O)C1"
"CCC(C)(C)C1=CC=C(C=C1)OCCCN2CCCC2"
"COC1=CC(=C(C=C1)C(=O)C=CC=CC2=CC=C(C=C2)Cl)O"
"C1=CC=C2C(=C1)C3=NN=C(C=C3C2=O)C4=CC(=CC=C4)Cl"
"C#CCNC1CCC2=C1C=CC=C2SCC3=CC(=CC=C3)C(F)(F)F"
"C1=CC(=CC=C1COC2=CC(=C(C=C2)C#N)C#N)Br"
"CC1=CC=C(C=C1)COC2=CC3=C(C=C2)SC(=O)O3"
"C1=CC(=CC=C1CCC(=CF)CN)F"
"CC(CC1=CC=C(C=C1)OCC2=CC=CC=C2)N(C)CC#C"
"C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)Cl"
"C1=CC=C2C(=C1)C3=NN=C(C=C3C2=O)C4=CC(=C(C=C4)F)F"
"CC1=CC2=C(C=C1)OC(=O)C(=C2)C(=O)NC3=CC(=CC=C3)Cl"
"CC(C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F"
"CC1=CC=C(C=C1)C=C2CC3=C(C2=O)C=CC(=C3)O"
"C1C2=C(C=CC(=C2)O)C(=O)C1=CC3=CC=C(C=C3)Br"
"CC(=NNC1=NC(=CS1)C2=CC(=CC=C2)[N+](=O)[O-])C3CC3"
"C1=CC=C2C(=C1)C3=NN=C(C=C3C2=O)C4=CC=C(C=C4)C(F)(F)F"
"C1=CC2=C(C=C1C(=O)NC3=CC(=C(N=C3)Cl)Cl)C=NN2"
"CN(CC#C)CC(=C)C1=CC=CC(=C1)COC2=CC=C(C=C2)F.C(=O)(C(=O)O)O"
"C1=CC=C2C(=C1)C3=NN=C(C=C3C2=O)C4=CC(=CC=C4)Br"
"C1C(OC2=C(C1=O)C=C(C=C2)OCC3=CC(=CC=C3)Br)O"
"CC(=O)NC1CC(=O)N(C1)C2=CC=C(C=C2)OCC3=CC(=CC=C3)F"
"C1=CC=C2C(=C1)C(=O)C(=CO2)C=CC3=CC=C(C=C3)Cl"
"COC1=CC2=C(C=C1)OC(=O)C(=C2)C(=O)NC3=CC=CC=C3"
"C1CC2=C(C=CC(=C2)OCC3=CC=C(C=C3)C(F)(F)F)C(=O)C1"
"CC1=CC2=C(C=C1)OC(=O)C(=C2)C3=CC(=CC=C3)[N+](=O)[O-]"
"CN(C)C1=CC=C(C=C1)C=CC2=COC3=C(C2=O)C=CC(=C3)OC"
"CC1CCCC1=NNC2=NC(=CS2)C3=C(C=C(C=C3)F)F"
"C1CC(=O)NC2=C1C=CC(=C2)OCC3=CC(=CC=C3)Cl"
"C1=CC=C2C=C(C=CC2=C1)C3=NN=C4C5=CC=CC=C5C(=O)C4=C3"
"C1C2=C(C=C(C=C2)OCC3=CC=C(C=C3)F)C(=O)O1"
"C1C2=C(C=CC(=C2)OCC3=CC=C(C=C3)C(F)(F)F)C(=O)O1"
"CC(CC1=CC=CC=C1)N(C)CC#C.Cl"
"C1=CC(=CC=C1CSC2=CC3=C(C=C2)C(=O)NC3=O)F"
"COC1=CC=C(C=C1)C=CC2=COC3=C(C2=O)C=CC(=C3)OC"
"C1=CC=C(C=C1)CC2=NC3=CC=CC=C3N(C2=O)CC(=O)NNC(=S)NC4=CC=CC=C4"
"C1CC2=C(C=CC(=C2)OCC3=CC=C(C=C3)Cl)C(=O)C1"
"CC1(CC1C2=CC=CC=C2)N.C(=O)(C(F)(F)F)O"
"CC(C)C1=CC=C(C=C1)CCC2CCN(CC2)CC#C"
"CCOC(=O)C1=CC2=C(C=C(C=C2)OCC3=CC=CC=C3)OC1=O"
"C1=CC=C(C=C1)CC2=NC3=CC=CC=C3N(C2=O)CC(=O)NNC(=S)N"
"CC(=NNC1=NC(=CS1)C2=CC(=CC=C2)[N+](=O)[O-])C3CCCCC3"
"C1=CC(=CC=C1CSC2=CC3=C(C=C2)C(=O)NC3=O)Br"
"C1C2=C(C=C(C=C2)OCCOC3=CC=C(C=C3)F)C(=O)O1"
"CC(C)NNC(=O)C1=CC=NC=C1"
"CC(=O)N1C(OC(=N1)C2=CC=C(C=C2)[N+](=O)[O-])C3=CC(=C(C=C3)Cl)Cl"
"C1=CC=C(C=C1)COC2=CC(=C(C=C2)C#N)C#N"
"CC1=C(C(=O)OC2=C1C=CC(=C2)OCC3=CC(=CC=C3)NC(=O)C)C"
"CC1=CC=C(C=C1)NC(=O)C2=COC3=CC=CC=C3C2=O"
"CC1CC2=NC(=NC=C2C(=O)C1)NC3=CC=C(C=C3)C"
"C1=CC=C(C=C1)COC2=CC=C(C=C2)C3=NN(C(=O)S3)CCC#N"
"C1=CC(=CC=C1COC2=CC3=C(C=C2)C(=O)C=CO3)C(F)(F)F"
"CN1C=C2C=C(C=CC2=N1)C(=O)NC3=CC(=C(C=C3)F)Cl"
"C1=CC=C2C(=C1)C3=NN=C(C=C3C2=O)C4=CC=C(C=C4)Br"
"CN(CC#C)CC1=CC=CC=C1"
"CC1CCCC1=NNC2=NC(=CS2)C3=CC=C(C=C3)[N+](=O)[O-]"
"C1=CC=C2C(=C1)C3=NN=C(C=C3C2=O)C4=CC=C(C=C4)[N+](=O)[O-]"
"C1C2=C(C=CC(=C2)OCC3=CC=C(C=C3)F)C(=O)O1"
"CN(C)C1=CC=C(C=C1)C=C2COC3=CC=CC=C3C2=O"
"C1=CC=C2C(=C1)C3=NN=C(C=C3C2=O)C4=CC(=CC=C4)C(F)(F)F"
"C1COC2=C(C1=O)C=CC(=C2)OCC3=CC=C(C=C3)F"
"C1CCCC(=NNC2=NC(=CS2)C3=CC(=CC=C3)[N+](=O)[O-])CC1"
"C1=CC=C2C(=C1)C(=O)C(=CO2)C=CC3=CC=C(C=C3)F"
"C1C(=CC2=CC=C(C=C2)O)C(=O)C3=C(C=C(C=C3O1)O)O"
"CC1=C(C(=O)OC2=C1C=CC(=C2)NC(=O)C3=CC=CC=C3)C"
"CC1CCCCC1=NNC2=NC(=CS2)C3=CC=C(C=C3)[N+](=O)[O-]"
"C1=CC=C(C=C1)C=CC2=CC3=C(C=C2)NC(=O)C3=O"
"CC1=CC=C(C=C1)COC2=CC3=C(COC3=O)C=C2"
"C1CC2=C(C=CC(=C2)OCC3=CC=C(C=C3)Br)C(=O)C1"
"C1=CC(=CC=C1CCN)OCC2=CC=C(C=C2)C(F)(F)F.Cl"
"COC1=CC2=C(C=C1)OC(=O)C(=C2)C(=O)NC3=CC(=CC=C3)Cl"
"COC1=CC2=C(C=C1)C(=O)C(=CC3=CC=CC=C3)C2"
"C1C(C1N)C2=CC=CC=C2"
"CC1=CC=C(C=C1)C2CC(=NN2C)C3=CC=CC=C3"
"CC1=C(SC2=C1C(=O)SC(=N2)NC(=O)CCCC3=CC=CC=C3)C"
"C1C2=C(C=C(C=C2)Cl)C=C(C1=O)C(=O)Cl"
"C1=CC(=CC=C1[N+](=O)[O-])OCC(=CCN)F"
"C1=CC2=C(C=C1Cl)C=C(C(=O)O2)C(=O)Cl"
"C1CCCC(=NNC2=NC(=CS2)C3=CC(=CC=C3)[N+](=O)[O-])CCC1"
"C1=CC=C2C(=C1)C=C(C(=O)O2)C(=O)NC3=CC(=CC=C3)Cl"
"CC1(CC(=O)C2=C(O1)C=C(C=C2)OCC3=CC=C(C=C3)F)C"
"COC1=CC2=C(C=C1)OC=C(C2=O)C(=O)NC3=CC=C(C=C3)Cl"
"CC(=O)C1=CC(=CC=C1)OCC2=CC=C(C=C2)Cl"
"CN(C)C1=NC=C(C=N1)C=C2COC3=C(C2=O)C(=CC(=C3)Cl)Cl"
"C#CCN1CCC(CC1)CCC2=CC=C(C=C2)C(F)(F)F"
"C1=CC(=C(C=C1C(=O)NC2=NC3=C(C=C2)NC=C3)F)Cl"
"C1=CC=C2C(=C1)C3=NN=C(C=C3C2=O)C4=CC=C(C=C4)Cl"
"C1CCCC(=NNC2=NC(=CS2)C3=CC=C(C=C3)[N+](=O)[O-])CC1"
"C1C2=C(C=C(C=C2)OCCOC3=CC=C(C=C3)Cl)C(=O)O1"
"C1CC2=C(C=CC(=C2)OCC3=CC=C(C=C3)C#N)C(=O)C1"
"CC1=CC=C(C=C1)COC2=CC3=C(C=C2)C(=O)CCC3"
"C1=CC=C(C=C1)CC2=NC3=CC=CC=C3N(C2=O)CC(CO)O"
"CC1=CC2=C(C=C1)OC(=O)C(=C2)C(=O)NC3=CC=C(C=C3)Cl"
"CCOC(=O)NNC(=O)CN1C2=CC=CC=C2N=C(C1=O)CC3=CC=CC=C3"
"C1=CC(=CC=C1C=CC=CC(=O)C2=C(C=C(C=C2)O)O)Cl"
"C1=CC=C2C(=C1)C(=O)C(=CO2)C(=O)NC3=CC=C(C=C3)I"
"C1C(C1(CN)C2=CC=CC=C2)F"
"C1C2=C(C=C(C=C2)OCCOC3=CC=C(C=C3)Br)C(=O)O1"
"C1CCC(CC1)COC2=CC3=C(COC3=O)C=C2"
"C1C(=O)NN=C(O1)C2=CC=C(C=C2)N=NC3=CC(=CC=C3)F"
"CC(C)CC(=NNC1=NC(=CS1)C2=CC(=CC=C2)[N+](=O)[O-])C"
"C1CN=C(N1)C2=CC=C(C=C2)C3=NC(=NO3)C4=CC(=C(C=C4)Cl)Cl"
"CC1CCCCC1=NNC2=NC(=CS2)C3=CC(=CC=C3)OC"
"CC(=NNC1=NC(=CS1)C2=C(C=C(C=C2)F)F)C3=NC=CS3"
"C1C2=C(C=CC(=C2)O)C(=O)C1=CC3=CC(=CC=C3)Br"
"CC1=C(C(=O)OC2=C1C=CC(=C2)OCC3=CC=C(C=C3)Cl)C#N"
"CC1=CC2=C(C=C1)OC(=O)C(=C2)C3=CC=C(C=C3)OC"
"CC(=NNC1=NC(=CS1)C2=CC=C(C=C2)[N+](=O)[O-])C3=CC=NC=C3"
"CC(=O)C1=C(C=C(C=C1)OCC2=CC(=CC=C2)Cl)F"
"CC(=O)NC1=CC2=C(C=C(C=C2)OCC3=CC(=CC=C3)Cl)OC1=O"
"C1C2=C(C=CC(=C2)OCC3=CC=C(C=C3)Cl)C(=O)O1"
"CC1CCCCC1=NNC2=NC(=CS2)C3=C(C=C(C=C3)F)F"
"C1=CC(=CC=C1CSC2=CC(=C(C=C2)C#N)C#N)Cl"
"CS(=O)(=O)O.C#CCNC1CCC2=CC=CC=C12"
"C1C2=C(C=CC(=C2)O)C(=O)C1=CC3=CC(=C(C=C3)Cl)Cl"
"CC1=C(C(=O)C=CN1CC2=CC3=C(C=C(C=C3)OCC4=CC(=CC=C4)F)OC2=O)O"
"C1=CC=C2C(=C1)C3=NN=C(C=C3C2=O)C4=CC=C(C=C4)F"
"C1CC2=C(C=CC(=C2)OCC3=CC(=CC=C3)Cl)C(=O)C1"
"C1=CC(=NC=C1Cl)C(=O)NCCN"
"CC1=CC(=CC=C1)C2=CC3=C(C=CC(=C3)C)OC2=O"
"CC1=CC2=C(C=C1)OC(=O)C(=C2)C(=O)NC3=CC=CC=C3"
"CC(=NNC1=NC(=CS1)C2=CC=C(C=C2)F)C3=CC=CS3"
"CC1=C(C(=O)OC2=C1C=CC(=C2)OS(=O)(=O)C3=CC=CC=C3)C"
"C1=CC=C(C=C1)COC2=CC=C(C=C2)C3=NN(C(=S)S3)CCC#N"
"C1CCCC(=NNC2=NC(=CS2)C3=C(C=C(C=C3)F)F)CC1"
"COC1=CC=C(C=C1)C(=O)C=CC2=CC=CC=C2C(F)(F)F"
"COC1=CC2=C(C=C1)C(=O)C(=CO2)C=CC3=CC=CC=C3"
"CC(=O)C1=CC(=CC=C1)OCC2=CC=C(C=C2)Br"
"C1=CSC(=C1)C=NNC2=NC(=CS2)C3=C(C=C(C=C3)F)F"
"CC(=NNC1=NC(=CS1)C2=C(C=C(C=C2)F)F)C3=CC=NC=C3"
"CN1C2=C(N=C1SCCC3=CC(=CC=C3)C(F)(F)F)N(C(=O)N(C2=O)C)C"
"CC1=CC2=C(C=C(C=C2)OCC3=CC=C(C=C3)CN(C)CC4=CC=C(C=C4)C#N)OC1=O.Cl"
"C1=CC(=CC(=C1)Cl)COC2=CC3=C(C=C2)C(=O)C=CO3"
"CC1=CC(=CC=C1)C2=CC3=C(C=CC(=C3)OC)OC2=O"
"CC1=CC(=CC=C1)NC(=O)C2=COC3=C(C2=O)C=C(C=C3)C"
"C1C2=CC=CC=C2C=C(C1=O)C(=O)O"
"C1=CC=C2C(=C1)C=C(C(=O)O2)C(=O)O"
"C1=CC=C(C=C1)CCC(=O)NC2=NC3=CC=CC=C3C(=O)S2"
"CN1C(=NC2=C1C(=O)N(C(=O)N2C)C)C=CC3=CC(=CC=C3)Cl"
"C1C(=O)OC(=NN1CCC#N)C2=CC=C(C=C2)OCC3=CC=CC=C3"
"CC1CCCC(=NNC2=NC(=CS2)C3=C(C=C(C=C3)F)F)C1"
"C1C2=C(C=C(C=C2)OCCOC3=CC=CC=C3)C(=O)O1"
"CCN(CCCCCCOC1=CC2=C(C=C1)C(=C(C(=O)O2)C)C)CC3=CC=CC=C3.Cl"
"CC1=C(C(=O)OC2=C1C=CC(=C2)OCC3=C(C=C(C=C3)Br)Br)C#N"
"CC1=CC(=O)OC2=C1C=CC(=C2)OCCCC#C"
"C#CCN1CCC(CC1)C=CC2=CC=C(C=C2)C(F)(F)F"
"CC1=C(C=C(C=C1)NC(=O)C2=CC3=CC=CC=C3OC2=O)C"
"COC1=CC2=C(C=C1)OC(=O)C(=C2)C(=O)NC3=CC=C(C=C3)Cl"
"CC1=CC(=CC=C1)COC2=CC3=C(C=C2)OC=CC3=O"
"CN1C2=C(N=C1SCCC3=CC=C(C=C3)Br)N(C(=O)N(C2=O)C)C"
"CC1=CC2=C(CC(=O)C(=C2)C(=O)O)C=C1"
"CC1=CC2=C(C=C1)OC(=O)C(=C2)C(=O)O"
"CC1=CC=C(C=C1)C2=NN(C(O2)C3=CC(=C(C=C3)Cl)Cl)C(=O)C"
"C1=CC2=C(C=C1[N+](=O)[O-])C=C(C(=O)O2)C(=O)O"
"C1C(C1(C2=CC=CC=C2)C(=O)NN)F"
"CC(=O)C1=C(C=CC(=C1)OCC2=CC(=CC=C2)C(F)(F)F)OCC(COC)C(=O)OC"
"CC1CCCCC1=NNC2=NC(=CS2)C3=CC=C(C=C3)F"
"CN1C2=C(N=C1SCCC3=CC=C(C=C3)Cl)N(C(=O)N(C2=O)C)C"
"COC1=CC=C(C=C1)C2=C(C3=C(N2)C=C(C(=C3)C#N)C#N)Cl"
"CN(CCC1=C2C=CC=NC2=C(C=C1)O)CC#C"
"C#CCNC1CCC2=C1C=CC=C2OCCC3=CC(=CC=C3)NC(=O)C4=CC=C(C=C4)Cl"
"CC(=O)C1=CC=C(C=C1)OCCCCCCN(C)CC#C"
"C1=CC=C(C=C1)CCOC2=CC3=C(C=C2)OC=CC3=O"
"COC1=CC2=C(C=C1)C(=O)C(=CO2)C=CC3=CC(=C(C(=C3)OC)OC)OC"
"CC1=CC2=C(C=C1)OC=C(C2=O)C(=O)NC3=CC=CC=C3"
"CCOC(=O)C1=CC2=C(C=C(C=C2)OC3CCCCCC3)OC1=O"
"CC(=O)C1=CC=C(C=C1)OCC2=CC(=CC=C2)Cl"
"C1COC2=C(C1=O)C=CC(=C2)OCC3=CC=C(C=C3)Br"
"CC1=CC(=CC=C1)NC(=O)C2=COC3=C(C2=O)C=C(C=C3)OC"
"C1=CC(=CC=C1COC2=CC3=C(C=C2)OC=CC3=O)C#N"
"C1C(=O)NN=C(O1)C2=CC=C(C=C2)C=CC3=CC(=CC=C3)F"
"C1C2=C(C=C(C=C2)Cl)C=C(C1=O)C(=O)O"
"CN1C2=C(N=C1SCCC3=CC=C(C=C3)OC)N(C(=O)N(C2=O)C)C"
"CC1=C(C(=O)OC2=C1C=CC(=C2)OCC3CCCN(C3)CC4=CC=CC=C4)C"
"C1C2=C(C=C(C=C2)OCC3=CC=CC=C3)C(=O)O1"
"CC(=NNC1=NC(=CS1)C2=CC=C(C=C2)F)C3=CC=CC=N3"
"CC(=O)NC1=CC2=C(C=CC(=C2)OCCCCC#C)OC1=O"
"C1=CC(=CC=C1COC2=CC3=C(C=C2)C(=O)C=CO3)F"
"CC1=CC(=CC=C1)N=NC2=CC=C(C=C2)C3=NNC(=O)CO3"
"CC1CCCCC1=NNC2=NC(=CS2)C3=CC=C(C=C3)C#N"
"C1=CC(=CC(=C1)Br)NC(=O)C=CC2=CC=C(C=C2)O"
